accession,file_accession,file_type,file_format,file_size,output_category,output_type,target,investigated_as,nucleic_acid_term,assay,treatment_id,treatment,treatment_amount,treatment_amount_unit,treatment_duration,treatment_duration_unit,treatment_temperature,treatment_temperature_unit,treatment_notes,biosample_id,biosample_type,biosample_name,dataset_biosample_summary,dataset_description,replicate_libraries,replicate_antibody,antibody_target,antibody_characterization,antibody_caption,organism,dataset_type,assembly,status,controls,controlled_by,lab,run_type,read_length,paired_end,paired_with,platform,href,biological_replicates,biological_replicate_number,technical_replicate_number,replicate_list,technical_replicates,project,dataset,dbxrefs,superseded_by,file_status,submitted_by,library,derived_from,file_format_type,file_format_specifications,genome_annotation,external_accession,date_released,biosample_ontology,md5sum
ENCSR928FDN,ENCFF945WGW,bam,bam,776.1 Mb,alignment,alignments,H3K4me3,histone; narrow histone mark,DNA,ChIP-seq,/treatments/796eabb9-70be-4412-bc63-cb4329a9239b/,dexamethasone,100,nM,1,hour,NA,NA,1 h with 100 nM Dexamethasone (Myers),/biosamples/ENCBS706OMV/,cell line,A549,A549 treated with 100 nM dexamethasone for 1 hour,H3K4me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 1 hours.,ENCLB082WTS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR548SPY,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF945WGW/@@download/ENCFF945WGW.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR928FDN/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF253WRR/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,ce80a295ab7c1851f5e5c00a15fbf850
ENCSR928FDN,ENCFF978RET,bam,bam,827.6 Mb,alignment,alignments,H3K4me3,histone; narrow histone mark,DNA,ChIP-seq,/treatments/796eabb9-70be-4412-bc63-cb4329a9239b/,dexamethasone,100,nM,1,hour,NA,NA,1 h with 100 nM Dexamethasone (Myers),/biosamples/ENCBS996ZFV/,cell line,A549,A549 treated with 100 nM dexamethasone for 1 hour,H3K4me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 1 hours.,ENCLB275ELP,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR548SPY,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF978RET/@@download/ENCFF978RET.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR928FDN/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF687JBS/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,2334ab6caa383c9e147a9fd873a20f88
ENCSR933MHJ,ENCFF931PQA,bam,bam,1.51 Gb,alignment,unfiltered alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS117POP/,cell line,A549,A549,,ENCLB740QXD,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF931PQA/@@download/ENCFF931PQA.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF883YYR/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,3d176b5e32455e43e16b1a74b98f0c76
ENCSR933MHJ,ENCFF659WLX,bam,bam,1.18 Gb,alignment,alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS117POP/,cell line,A549,A549,,ENCLB740QXD,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF659WLX/@@download/ENCFF659WLX.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF883YYR/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,d72a276819e3572c505191621d0f498e
ENCSR933MHJ,ENCFF355VOF,bam,bam,1.86 Gb,alignment,alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS998UBJ/,cell line,A549,A549,,ENCLB576JMI,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF355VOF/@@download/ENCFF355VOF.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF564QJZ/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,2c2f9cad174803e3d8099ebf4370bdc6
ENCSR933MHJ,ENCFF515NFA,bam,bam,1.18 Gb,alignment,alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS117POP/,cell line,A549,A549,,ENCLB740QXD,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF515NFA/@@download/ENCFF515NFA.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF883YYR/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,250c47e42295b821aa8b174caac2bb4c
ENCSR933MHJ,ENCFF889YXR,bam,bam,2.23 Gb,alignment,unfiltered alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS998UBJ/,cell line,A549,A549,,ENCLB576JMI,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF889YXR/@@download/ENCFF889YXR.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF564QJZ/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,bcd876561dbbf60cec22f04077f3a109
ENCSR933MHJ,ENCFF497DEZ,bam,bam,1.86 Gb,alignment,alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS998UBJ/,cell line,A549,A549,,ENCLB576JMI,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF497DEZ/@@download/ENCFF497DEZ.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF564QJZ/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,269831ad8106e0dc0fc2e3bee1385fb6
ENCSR933MHJ,ENCFF593OBP,bam,bam,1.51 Gb,alignment,unfiltered alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS117POP/,cell line,A549,A549,,ENCLB740QXD,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF593OBP/@@download/ENCFF593OBP.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF883YYR/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,bd44865ccbb777d26e0dd076282339dd
ENCSR933MHJ,ENCFF362XTF,bam,bam,2.22 Gb,alignment,unfiltered alignments,KDM5A,transcription factor; chromatin remodeller,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS998UBJ/,cell line,A549,A549,,ENCLB576JMI,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR787VQB,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF362XTF/@@download/ENCFF362XTF.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR933MHJ/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF564QJZ/,NA,NA,NA,NA,2016-11-23,/biosample-types/cell_line_EFO_0001086/,fa24368b00db8eccc1c6e54f4f2e32ee
ENCSR936UEX,ENCFF362ZKX,bam,bam,936 Mb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/8374f6ea-c620-44a3-baef-f16a65a34d8b/,dexamethasone,100,nM,2,hour,NA,NA,NA,/biosamples/ENCBS293IUY/,cell line,A549,A549 treated with 100 nM dexamethasone for 2 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 2 hours.,ENCLB001SBQ,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR344ERJ,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF362ZKX/@@download/ENCFF362ZKX.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR936UEX/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF025FVI/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,f5bd34eb2205d76f1207135cb60ec3dc
ENCSR936UEX,ENCFF354TIL,bam,bam,1.05 Gb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/8374f6ea-c620-44a3-baef-f16a65a34d8b/,dexamethasone,100,nM,2,hour,NA,NA,NA,/biosamples/ENCBS914AZQ/,cell line,A549,A549 treated with 100 nM dexamethasone for 2 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 2 hours.,ENCLB103SGI,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR344ERJ,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF354TIL/@@download/ENCFF354TIL.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR936UEX/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF969VSN/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,3cc2bafc0487aad3be1c3489da471702
ENCSR936UEX,ENCFF255IZP,bam,bam,1.69 Gb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/8374f6ea-c620-44a3-baef-f16a65a34d8b/,dexamethasone,100,nM,2,hour,NA,NA,NA,/biosamples/ENCBS685QBT/,cell line,A549,A549 treated with 100 nM dexamethasone for 2 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 2 hours.,ENCLB098HFU,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR344ERJ,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF255IZP/@@download/ENCFF255IZP.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR936UEX/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF742SOK/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,f533b4c6b75a866afb1797ce25c61a04
ENCSR937WIG,ENCFF313BRK,bam,bam,5.19 Gb,alignment,alignments,NA,NA,polyadenylated mRNA,polyA RNA-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS443EUC/,cell line,A549,A549,mRNA-seq on A549 cell line treated with 100 nM dexamethasone for 0 mins.,ENCLB467ESB,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF313BRK/@@download/ENCFF313BRK.bam,1,1,1,4b33cad3-6442-49fb-a8db-6363fe752898,1_1,GGR,/experiments/ENCSR937WIG/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB467ESB/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/gencode.v22.annotation/; /files/ENCFF590ISE/; /files/ENCFF177NEJ/,NA,NA,V22,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,9e921e59e5956dfafdb60448baba2142
ENCSR937WIG,ENCFF218LUD,bam,bam,4.92 Gb,alignment,alignments,NA,NA,polyadenylated mRNA,polyA RNA-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS060XOR/,cell line,A549,A549,mRNA-seq on A549 cell line treated with 100 nM dexamethasone for 0 mins.,ENCLB738AQA,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF218LUD/@@download/ENCFF218LUD.bam,3,3,1,31056208-0e41-46b7-b368-c6fc59f4cc52,3_1,GGR,/experiments/ENCSR937WIG/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB738AQA/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/gencode.v22.annotation/; /files/ENCFF294FNZ/; /files/ENCFF643UEP/,NA,NA,V22,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,644e5cb4b517bb164326b35a08f10ff3
ENCSR937WIG,ENCFF379ESV,bam,bam,5.51 Gb,alignment,alignments,NA,NA,polyadenylated mRNA,polyA RNA-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS961BTU/,cell line,A549,A549,mRNA-seq on A549 cell line treated with 100 nM dexamethasone for 0 mins.,ENCLB546CDK,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF379ESV/@@download/ENCFF379ESV.bam,2,2,1,d16aaf40-b883-4a34-9846-973683506ee9,2_1,GGR,/experiments/ENCSR937WIG/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB546CDK/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/gencode.v22.annotation/; /files/ENCFF525YBF/; /files/ENCFF640PAH/,NA,NA,V22,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,5e55ac920384817fe7b4e0c00066efe6
ENCSR944WVU,ENCFF121HBN,bam,bam,1003.9 Mb,alignment,alignments,H3K4me3,histone; narrow histone mark,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS336FCB/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,H3K4me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB827QLU,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR549SVK,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF121HBN/@@download/ENCFF121HBN.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR944WVU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF020SER/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,66311ebf27702023f589a48c2ad8d888
ENCSR944WVU,ENCFF375KMZ,bam,bam,1.25 Gb,alignment,alignments,H3K4me3,histone; narrow histone mark,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS795HVL/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,H3K4me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB875ZJH,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR549SVK,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF375KMZ/@@download/ENCFF375KMZ.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR944WVU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF891GXF/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,e1b187d570424aac9d854a00340c009f
ENCSR944WVU,ENCFF435QPD,bam,bam,1.06 Gb,alignment,alignments,H3K4me3,histone; narrow histone mark,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS779CAS/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,H3K4me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB805CCP,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR549SVK,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF435QPD/@@download/ENCFF435QPD.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR944WVU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF170YTR/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,5a22cacecb4ddc34d05aa6acf01ec440
ENCSR944ZCT,ENCFF757ICI,bam,bam,674.3 Mb,alignment,alignments,SMC3,transcription factor,DNA,ChIP-seq,/treatments/99b66b02-e914-4eac-9c83-c4339ca17e51/,dexamethasone,100,nM,3,hour,NA,NA,NA,/biosamples/ENCBS776MHF/,cell line,A549,A549 treated with 100 nM dexamethasone for 3 hours,SMC3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 3 hours.,ENCLB209IZE,ENCAB501DLL,SMC3-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR266YIS,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF757ICI/@@download/ENCFF757ICI.bam,1,1,1,92addd95-1d1b-4c9e-b349-78a3276c94b4,1_1,GGR,/experiments/ENCSR944ZCT/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB209IZE/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF419RSJ/; /files/ENCFF240WOP/,NA,NA,NA,NA,2018-03-15,/biosample-types/cell_line_EFO_0001086/,e2c3848185823e39d7b0e781aab068cd
ENCSR944ZCT,ENCFF754EDU,bam,bam,651.4 Mb,alignment,alignments,SMC3,transcription factor,DNA,ChIP-seq,/treatments/99b66b02-e914-4eac-9c83-c4339ca17e51/,dexamethasone,100,nM,3,hour,NA,NA,NA,/biosamples/ENCBS847XVV/,cell line,A549,A549 treated with 100 nM dexamethasone for 3 hours,SMC3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 3 hours.,ENCLB434LJG,ENCAB501DLL,SMC3-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR266YIS,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF754EDU/@@download/ENCFF754EDU.bam,2,2,1,1d833e95-7a27-4411-ac63-31792d43f9b1,2_1,GGR,/experiments/ENCSR944ZCT/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB434LJG/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF419RSJ/; /files/ENCFF819DAZ/,NA,NA,NA,NA,2018-03-15,/biosample-types/cell_line_EFO_0001086/,1c2e97c70172e7aa016590afb1b68aaa
ENCSR944ZCT,ENCFF232VOL,bam,bam,673.7 Mb,alignment,alignments,SMC3,transcription factor,DNA,ChIP-seq,/treatments/99b66b02-e914-4eac-9c83-c4339ca17e51/,dexamethasone,100,nM,3,hour,NA,NA,NA,/biosamples/ENCBS806ZLH/,cell line,A549,A549 treated with 100 nM dexamethasone for 3 hours,SMC3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 3 hours.,ENCLB165EVI,ENCAB501DLL,SMC3-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR266YIS,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF232VOL/@@download/ENCFF232VOL.bam,3,3,1,e12f2e9c-a461-485b-a65e-d357d8b5ab1a,3_1,GGR,/experiments/ENCSR944ZCT/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB165EVI/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF419RSJ/; /files/ENCFF211QYF/,NA,NA,NA,NA,2018-03-15,/biosample-types/cell_line_EFO_0001086/,880bdef5274291f509b1301363675af5
ENCSR948JXU,ENCFF588IJM,bam,bam,453.2 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/872e7cec-2464-41b2-9fc7-556da39a892c/,dexamethasone,100,nM,5,hour,NA,NA,NA,/biosamples/ENCBS672OLU/,cell line,A549,A549 treated with 100 nM dexamethasone for 5 hours,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 5 hours.,ENCLB643MRN,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR730UDX,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF588IJM/@@download/ENCFF588IJM.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR948JXU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF185NUU/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,23ed2d05105c54cf7b9e98230f0692f2
ENCSR948JXU,ENCFF565OYH,bam,bam,543.1 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/872e7cec-2464-41b2-9fc7-556da39a892c/,dexamethasone,100,nM,5,hour,NA,NA,NA,/biosamples/ENCBS966VII/,cell line,A549,A549 treated with 100 nM dexamethasone for 5 hours,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 5 hours.,ENCLB122QDG,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR730UDX,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF565OYH/@@download/ENCFF565OYH.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR948JXU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF168TKE/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,052d52787cb4a5d473f25cc335193083
ENCSR948JXU,ENCFF470BPC,bam,bam,605.9 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/872e7cec-2464-41b2-9fc7-556da39a892c/,dexamethasone,100,nM,5,hour,NA,NA,NA,/biosamples/ENCBS133IJF/,cell line,A549,A549 treated with 100 nM dexamethasone for 5 hours,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 5 hours.,ENCLB112MHU,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR730UDX,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF470BPC/@@download/ENCFF470BPC.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR948JXU/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF216JQO/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,a83d5248becbc695cda1d55e476b6423
ENCSR949BZP,ENCFF425JYG,bam,bam,1.24 Gb,alignment,alignments,Control,control,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS848SUF/,cell line,A549,A549,Control ChIP-seq on human A549,ENCLB404QMH,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF425JYG/@@download/ENCFF425JYG.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR949BZP/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF002ECL/,NA,NA,NA,NA,2014-07-07,/biosample-types/cell_line_EFO_0001086/,3e2864a17946f920f19ea594536ee17b
ENCSR949BZP,ENCFF424XCA,bam,bam,1.74 Gb,alignment,unfiltered alignments,Control,control,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS848SUF/,cell line,A549,A549,Control ChIP-seq on human A549,ENCLB404QMH,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF424XCA/@@download/ENCFF424XCA.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR949BZP/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF002ECL/,NA,NA,NA,NA,2014-07-07,/biosample-types/cell_line_EFO_0001086/,54973fcddb4e252fa78080ea933dfa7d
ENCSR949BZP,ENCFF918AJW,bam,bam,1.31 Gb,alignment,alignments,Control,control,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS611JSC/,cell line,A549,A549,Control ChIP-seq on human A549,ENCLB504NHD,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF918AJW/@@download/ENCFF918AJW.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR949BZP/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF643CGH/; /files/ENCFF002ECM/,NA,NA,NA,NA,2014-07-07,/biosample-types/cell_line_EFO_0001086/,f0ccd7a5e21c62d72711038adb1159ec
ENCSR949BZP,ENCFF863STQ,bam,bam,1.31 Gb,alignment,alignments,Control,control,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS611JSC/,cell line,A549,A549,Control ChIP-seq on human A549,ENCLB504NHD,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF863STQ/@@download/ENCFF863STQ.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR949BZP/,NA,NA,released,J. Seth Strattan,NA,/files/ENCFF807MUK/; /files/ENCFF002ECM/,NA,NA,NA,NA,2014-07-07,/biosample-types/cell_line_EFO_0001086/,23e7320946082206943f6810cdf56244
